Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 21:19:09,Teamfight Tactics,ОТП Защитники | !ТГ,nrvn5,No Tags,Unknown,No Goal,No Goal,Unknown
