Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:59:03,League of Legends,JUGAMOS CONTRA BDS HOY DÍA DE ELIMINATORIA | FNC vs BDS | FNATIC LEC CO-STREAM | Winter Playoffs Round 2 | #WatchLEC,まざー3 (mother3rd),No Tags,Unknown,No Goal,No Goal,Unknown
