Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:50:51,Rocket League,🔴 [DROPS] [ESP] Redemption vs. Geekay Esports | Cuartos | EU Hybrid Bracket | Championship Sunday | Birmingham Major Open #3 | RLCS 2025,RocketStreetLive,No Tags,200K,No Goal,No Goal,Unknown
