Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:38:25,Kings League,👑⚽⚽⚽ KINGS LEAGUE SPAIN ⚽⚽⚽👑 | | 🔴 JORNADA 2 - 2025 🔴 | | SPLIT 5 | |,Serneim,No Tags,791,791//1000,No Goal,Unknown
