Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:22:54,World of Warcraft,💀GO AGAIN HC💀🏹EMPEZAMOS ALTER HOY: HUNTER🏹💀 !soulseeker,HawnkTV,No Tags,43.2K,No Goal,No Goal,Unknown
