Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:03:34,Dota 2,Tundra Esports [0:0] BetBoom Team | DreamLeague S25: Group Stage | BO3 | @Eiritel & @grayne,dota2_paragon_ru,No Tags,416K,No Goal,No Goal,Unknown
