Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:20:12,Grand Theft Auto V,💛 [LuckyV.de] Ich habe Angst vor heute. || GTA Roleplay || !server !prep !discord,Heideltraut,No Tags,184K,183712//200000,/11000,6453
