Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 21:27:57,EA Sports FC 25,HEUTE TOTY ICONS in PICKS!? 500+ PACKS GRIND!! | !prep !vpn !störte !üv #werbung,SmexysYT,No Tags,Unknown,No Goal,No Goal,Unknown
