Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 20:44:12,Apex Legends,PRED GRIND WITH GONEXT! | [ESP/ENG] | !discord !commands,gent,No Tags,163K,No Goal,No Goal,Unknown
