Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:48:26,Minecraft,Я официально СВОБОДЕН от НЕЙРОСУДА (ну почти) 🤔🤔🤔 | МШ4 | !арты,SazarJr,No Tags,3.8K,No Goal,No Goal,Unknown
