Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 18:21:07,Grand Theft Auto V,| IMPERO | PRIMI PUNTI | REACT ALLE POSTAZIONI | !sub !prime !discord,iDensTv,No Tags,45.1K,No Goal,/850,795
