Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 20:15:12,Overwatch 2,[ !Drops ] [ !SaS ]🎯TOP 40 DPS PLAYER SOMBRA OVERWATCH🎯PERKLESS IN A POST-PERKED WORLD🎯🎯2 SUBS FOR A TRACER SKIN🎯🎯 !socials,Questron,No Tags,31.5K,31455//32000,No Goal,Unknown
