Timestamp,Category,Stream Title,Channel,Tags,Total Followers,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 19:45:37,Minecraft,"Can we Get To The End Tonight and Complete this Game? Hardcore Minecraft, we die we forfit to come back! | Gamble Pokemon Cards On! |",SR_stancat123,No Tags,38.7K,No Goal,No Goal,Unknown
